Season,Competition,Club,1 - 15,16 - 30,31 - 45,45+,46 - 60,61 - 75,76 - 90,90+,Extra time,Total,Player
21/22,Conference League,PSV Eindhoven,-,-,1,-,-,-,-,-,,1,Mario Götze
21/22,KNVB beker,PSV Eindhoven,-,1,1,-,-,-,-,-,,2,Mario Götze
21/22,Europa League,PSV Eindhoven,-,-,1,-,-,-,-,-,,1,Mario Götze
21/22,Johan Cruijff Schaal,PSV Eindhoven,-,-,-,-,-,-,1,-,,1,Mario Götze
21/22,Champions League Qu.,PSV Eindhoven,-,1,-,-,1,-,1,-,,3,Mario Götze
20/21,Eredivisie,PSV Eindhoven,1,2,-,-,-,-,2,-,,5,Mario Götze
20/21,Europa League,PSV Eindhoven,-,-,-,1,-,-,-,-,,1,Mario Götze
19/20,Bundesliga,Borussia Dortmund,1,1,-,-,-,-,1,-,,3,Mario Götze
18/19,Bundesliga,Borussia Dortmund,1,-,1,-,1,1,2,1,,7,Mario Götze
17/18,Bundesliga,Borussia Dortmund,-,1,-,-,-,-,-,1,,2,Mario Götze
16/17,Bundesliga,Borussia Dortmund,1,-,-,-,-,-,-,-,,1,Mario Götze
16/17,Champions League,Borussia Dortmund,1,-,-,-,-,-,-,-,,1,Mario Götze
15/16,Bundesliga,Bayern Munich,-,1,-,-,1,1,-,-,,3,Mario Götze
15/16,Champions League,Bayern Munich,-,1,-,-,-,-,1,-,,2,Mario Götze
15/16,DFB-Pokal,Bayern Munich,-,1,-,-,-,-,-,-,,1,Mario Götze
14/15,Champions League,Bayern Munich,-,1,-,-,-,1,2,-,,4,Mario Götze
14/15,DFB-Pokal,Bayern Munich,-,1,-,-,1,-,-,-,,2,Mario Götze
14/15,Bundesliga,Bayern Munich,1,4,1,-,-,-,3,-,,9,Mario Götze
13/14,Bundesliga,Bayern Munich,3,-,1,-,2,2,2,-,,10,Mario Götze
13/14,DFB-Pokal,Bayern Munich,-,-,-,-,-,-,-,1,,1,Mario Götze
13/14,Club World Cup,Bayern Munich,-,-,-,-,1,-,-,-,,1,Mario Götze
13/14,Champions League,Bayern Munich,1,-,-,-,1,-,1,-,,3,Mario Götze
12/13,Bundesliga,Borussia Dortmund,1,2,3,-,1,1,2,-,,10,Mario Götze
12/13,Champions League,Borussia Dortmund,-,-,2,-,-,-,-,-,,2,Mario Götze
12/13,DFB-Pokal,Borussia Dortmund,1,-,1,-,1,-,1,-,,4,Mario Götze
11/12,Bundesliga,Borussia Dortmund,1,1,1,-,-,2,1,-,,6,Mario Götze
11/12,DFB-Pokal,Borussia Dortmund,-,-,-,-,-,1,-,-,,1,Mario Götze
10/11,Bundesliga,Borussia Dortmund,-,2,2,-,2,-,-,-,,6,Mario Götze
10/11,Europa League,Borussia Dortmund,-,1,-,-,-,-,-,1,,2,Mario Götze
09/10,U19-Bundesliga West,Borussia Dortmund U19,-,-,1,1,-,-,2,-,,4,Mario Götze
08/09,U19-Bundesliga Endrunde,Borussia Dortmund U19,-,-,1,-,1,-,-,-,,2,Mario Götze
08/09,DFB-Pokal der Junioren,Borussia Dortmund U19,-,1,-,-,-,-,-,-,,1,Mario Götze
08/09,U19-Bundesliga West,Borussia Dortmund U19,2,-,-,-,1,2,3,-,,8,Mario Götze
07/08,U17-Bundesliga West,Borussia Dortmund U17,3,2,1,-,2,1,-,-,,9,Mario Götze
2018,Chinese FA Cup,Hebei China Fortune,-,-,-,-,-,-,1,-,,1,Javier Mascherano
16/17,LaLiga,FC Barcelona,-,-,-,-,-,1,-,-,,1,Javier Mascherano
09/10,Europa League,Liverpool FC,-,1,-,-,-,-,-,-,,1,Javier Mascherano
07/08,Premier League,Liverpool FC,-,1,-,-,-,-,-,-,,1,Javier Mascherano
2005,Libertadores,CA River Plate,-,1,-,-,-,-,-,-,,1,Javier Mascherano
21/22,Premier League,Manchester United,-,1,-,-,-,-,-,-,,1,Paul Pogba
20/21,Europa League,Manchester United,-,-,-,-,1,1,-,-,,2,Paul Pogba
20/21,Premier League,Manchester United,-,-,-,-,-,3,-,-,,3,Paul Pogba
20/21,EFL Cup,Manchester United,-,-,-,-,-,-,1,-,,1,Paul Pogba
19/20,Premier League,Manchester United,-,-,-,-,1,-,-,-,,1,Paul Pogba
18/19,Premier League,Manchester United,3,3,1,-,-,2,3,1,,13,Paul Pogba
18/19,FA Cup,Manchester United,-,-,1,-,-,-,-,-,,1,Paul Pogba
18/19,Champions League,Manchester United,-,-,2,-,-,-,-,-,,2,Paul Pogba
17/18,Premier League,Manchester United,-,1,-,-,3,-,2,-,,6,Paul Pogba
16/17,Europa League,Manchester United,-,1,1,1,-,-,-,-,,3,Paul Pogba
16/17,Premier League,Manchester United,1,1,1,1,-,-,1,-,,5,Paul Pogba
16/17,EFL Cup,Manchester United,-,-,-,-,-,1,-,-,,1,Paul Pogba
15/16,Serie A,Juventus FC,-,2,1,-,1,4,-,-,,8,Paul Pogba
15/16,Champions League,Juventus FC,1,-,-,-,-,-,-,-,,1,Paul Pogba
15/16,Italy Cup,Juventus FC,-,-,-,-,-,-,1,-,,1,Paul Pogba
14/15,Serie A,Juventus FC,1,3,1,-,1,1,1,-,,8,Paul Pogba
14/15,Italy Cup,Juventus FC,-,-,-,-,1,-,-,-,,1,Paul Pogba
14/15,Champions League,Juventus FC,-,-,-,-,-,1,-,-,,1,Paul Pogba
13/14,Serie A,Juventus FC,-,-,1,-,2,1,3,-,,7,Paul Pogba
13/14,Europa League,Juventus FC,-,-,-,-,-,-,-,1,,1,Paul Pogba
13/14,Supercoppa Italiana,Juventus FC,-,1,-,-,-,-,-,-,,1,Paul Pogba
12/13,Serie A,Juventus FC,-,-,1,-,-,1,2,1,,5,Paul Pogba
11/12,Reserve League,Manchester United Reserves,1,-,1,-,-,-,1,-,,3,Paul Pogba
23/24,Champions League,Inter Milan,-,1,-,-,-,1,-,-,-,2,Alexis Sánchez
22/23,Ligue 1,Olympique Marseille,1,3,4,-,2,-,4,-,-,14,Alexis Sánchez
22/23,Coupe de France,Olympique Marseille,-,-,1,1,-,-,-,-,-,2,Alexis Sánchez
22/23,Champions League,Olympique Marseille,1,1,-,-,-,-,-,-,-,2,Alexis Sánchez
21/22,Serie A,Inter Milan,-,-,-,-,2,-,-,3,-,5,Alexis Sánchez
21/22,Italy Cup,Inter Milan,1,-,-,-,-,1,-,-,-,2,Alexis Sánchez
21/22,Supercoppa Italiana,Inter Milan,-,-,-,-,-,-,-,-,1,1,Alexis Sánchez
21/22,Champions League,Inter Milan,-,-,-,-,-,-,1,-,-,1,Alexis Sánchez
20/21,Serie A,Inter Milan,1,1,1,-,1,2,1,-,-,7,Alexis Sánchez
19/20,Serie A,Inter Milan,-,2,-,-,1,-,1,-,-,4,Alexis Sánchez
18/19,FA Cup,Manchester United,-,-,1,-,-,-,-,-,-,1,Alexis Sánchez
18/19,Premier League,Manchester United,-,-,-,-,-,-,1,-,-,1,Alexis Sánchez
17/18,FA Cup,Manchester United,-,1,-,-,-,-,-,-,-,1,Alexis Sánchez
17/18,Premier League,Manchester United,-,1,-,-,-,1,-,-,-,2,Alexis Sánchez
17/18,Premier League,Arsenal FC,-,-,1,-,1,3,-,2,-,7,Alexis Sánchez
17/18,Europa League,Arsenal FC,-,-,-,-,-,1,-,-,-,1,Alexis Sánchez
16/17,FA Cup,Arsenal FC,1,-,-,-,-,1,-,-,1,3,Alexis Sánchez
16/17,Premier League,Arsenal FC,3,4,3,-,1,4,6,3,-,24,Alexis Sánchez
16/17,Champions League,Arsenal FC,1,1,-,-,-,-,1,-,-,3,Alexis Sánchez
15/16,Premier League,Arsenal FC,3,1,3,1,1,2,2,-,-,13,Alexis Sánchez
15/16,FA Cup,Arsenal FC,-,-,-,-,1,-,-,-,-,1,Alexis Sánchez
15/16,Champions League,Arsenal FC,-,-,1,-,-,2,-,-,-,3,Alexis Sánchez
14/15,FA Cup,Arsenal FC,-,-,1,-,1,-,1,-,1,4,Alexis Sánchez
14/15,Premier League,Arsenal FC,1,3,3,1,1,4,1,2,-,16,Alexis Sánchez
14/15,Champions League,Arsenal FC,-,1,1,-,1,-,-,-,-,3,Alexis Sánchez
14/15,EFL Cup,Arsenal FC,1,-,-,-,-,-,-,-,-,1,Alexis Sánchez
14/15,Champions League Qu.,Arsenal FC,-,-,-,1,-,-,-,-,-,1,Alexis Sánchez
13/14,LaLiga,FC Barcelona,6,1,2,-,1,7,1,1,-,19,Alexis Sánchez
13/14,Copa del Rey,FC Barcelona,-,-,-,-,2,-,-,-,-,2,Alexis Sánchez
12/13,LaLiga,FC Barcelona,3,1,2,-,-,2,-,-,-,8,Alexis Sánchez
12/13,Copa del Rey,FC Barcelona,-,-,-,-,1,-,1,-,-,2,Alexis Sánchez
12/13,Champions League,FC Barcelona,1,-,-,-,-,-,-,-,-,1,Alexis Sánchez
11/12,LaLiga,FC Barcelona,1,2,1,-,3,4,-,-,-,11,Alexis Sánchez
11/12,Champions League,FC Barcelona,-,-,1,-,1,-,-,-,-,2,Alexis Sánchez
11/12,Copa del Rey,FC Barcelona,-,-,-,-,1,-,-,-,-,1,Alexis Sánchez
10/11,Serie A,Udinese Calcio,1,4,2,-,3,1,1,-,-,12,Alexis Sánchez
09/10,Serie A,Udinese Calcio,2,1,-,-,-,2,-,-,-,5,Alexis Sánchez
09/10,Italy Cup,Udinese Calcio,-,-,-,-,-,-,1,-,-,1,Alexis Sánchez
08/09,Serie A,Udinese Calcio,1,-,-,-,1,-,-,1,-,3,Alexis Sánchez
07/08,Torneo Final,CA River Plate,1,-,-,-,-,-,1,-,-,2,Alexis Sánchez
07/08,Torneo Inicial,CA River Plate,-,-,-,-,1,-,1,-,-,2,Alexis Sánchez
2007,Libertadores,CSD Colo Colo,-,1,-,-,1,-,1,-,-,3,Alexis Sánchez
2006,Copa Sudamericana,CSD Colo Colo,-,-,-,-,-,1,-,-,-,1,Alexis Sánchez
2022,Série A,CR Flamengo,-,-,1,-,1,-,-,-,-,2,Arturo Vidal
21/22,Champions League,Inter Milan,-,-,-,-,1,-,-,-,-,1,Arturo Vidal
21/22,Serie A,Inter Milan,-,-,-,-,-,1,-,-,-,1,Arturo Vidal
20/21,Serie A,Inter Milan,1,-,-,-,-,-,-,-,-,1,Arturo Vidal
20/21,Italy Cup,Inter Milan,-,-,1,-,-,-,-,-,-,1,Arturo Vidal
19/20,LaLiga,FC Barcelona,2,1,2,-,1,-,2,-,-,8,Arturo Vidal
18/19,LaLiga,FC Barcelona,-,-,1,-,-,-,2,-,-,3,Arturo Vidal
17/18,Bundesliga,Bayern Munich,-,2,1,-,-,3,-,-,-,6,Arturo Vidal
16/17,Bundesliga,Bayern Munich,-,2,-,-,-,1,1,-,-,4,Arturo Vidal
16/17,Champions League,Bayern Munich,-,1,-,-,-,-,2,-,-,3,Arturo Vidal
16/17,DFB-Pokal,Bayern Munich,-,-,-,-,-,1,-,-,-,1,Arturo Vidal
16/17,DFL-Supercup,Bayern Munich,-,-,-,-,1,-,-,-,-,1,Arturo Vidal
15/16,Bundesliga,Bayern Munich,-,1,1,-,1,1,-,-,-,4,Arturo Vidal
15/16,Champions League,Bayern Munich,1,-,1,-,-,-,-,-,-,2,Arturo Vidal
15/16,DFB-Pokal,Bayern Munich,1,-,-,-,-,-,-,-,-,1,Arturo Vidal
14/15,Serie A,Juventus FC,2,1,2,-,-,1,-,1,-,7,Arturo Vidal
14/15,Champions League,Juventus FC,-,-,-,-,1,-,-,-,-,1,Arturo Vidal
13/14,Europa League,Juventus FC,1,1,-,-,-,-,-,-,-,2,Arturo Vidal
13/14,Serie A,Juventus FC,2,5,1,-,1,1,1,-,-,11,Arturo Vidal
13/14,Champions League,Juventus FC,-,1,1,-,-,2,1,-,-,5,Arturo Vidal
12/13,Serie A,Juventus FC,4,2,-,-,3,-,1,-,-,10,Arturo Vidal
12/13,Italy Cup,Juventus FC,-,-,-,-,-,-,-,1,-,1,Arturo Vidal
12/13,Champions League,Juventus FC,-,1,1,-,-,1,-,-,-,3,Arturo Vidal
12/13,Supercoppa Italiana,Juventus FC,-,-,-,-,-,1,-,-,-,1,Arturo Vidal
11/12,Serie A,Juventus FC,2,1,-,-,1,2,1,-,-,7,Arturo Vidal
10/11,Bundesliga,Bayer 04 Leverkusen,1,3,-,1,2,2,1,-,-,10,Arturo Vidal
10/11,Europa League,Bayer 04 Leverkusen,-,-,-,-,-,-,1,-,-,1,Arturo Vidal
10/11,Europa League Qualifying,Bayer 04 Leverkusen,-,-,-,-,1,-,-,-,-,1,Arturo Vidal
10/11,DFB-Pokal,Bayer 04 Leverkusen,-,-,-,-,-,-,1,-,-,1,Arturo Vidal
09/10,Bundesliga,Bayer 04 Leverkusen,-,-,-,-,1,-,-,-,-,1,Arturo Vidal
08/09,DFB-Pokal,Bayer 04 Leverkusen,-,-,-,-,-,1,1,-,1,3,Arturo Vidal
08/09,Bundesliga,Bayer 04 Leverkusen,1,-,-,-,-,2,-,-,-,3,Arturo Vidal
07/08,Bundesliga,Bayer 04 Leverkusen,-,-,-,-,-,1,-,-,-,1,Arturo Vidal
2006,Copa Sudamericana,CSD Colo Colo,-,1,1,1,-,-,-,-,-,3,Arturo Vidal
22/23,Champions League,Manchester City,-,-,-,-,-,1,-,1,,2,Kevin De Bruyne
22/23,Premier League,Manchester City,1,1,1,-,3,1,-,-,,7,Kevin De Bruyne
22/23,FA Cup,Manchester City,-,-,-,-,-,-,1,-,,1,Kevin De Bruyne
21/22,Premier League,Manchester City,5,3,1,-,1,4,1,-,,15,Kevin De Bruyne
21/22,Champions League,Manchester City,1,-,-,-,-,1,-,-,,2,Kevin De Bruyne
21/22,FA Cup,Manchester City,-,-,-,-,-,1,-,-,,1,Kevin De Bruyne
21/22,EFL Cup,Manchester City,-,1,-,-,-,-,-,-,,1,Kevin De Bruyne
20/21,Premier League,Manchester City,2,2,1,-,1,-,-,-,,6,Kevin De Bruyne
20/21,Champions League,Manchester City,1,1,-,-,-,1,-,-,,3,Kevin De Bruyne
20/21,FA Cup,Manchester City,-,-,-,-,-,-,1,-,,1,Kevin De Bruyne
19/20,Champions League,Manchester City,-,-,-,-,-,1,1,-,,2,Kevin De Bruyne
19/20,Premier League,Manchester City,2,2,1,1,2,1,4,-,,13,Kevin De Bruyne
19/20,FA Cup,Manchester City,-,-,1,-,-,-,-,-,,1,Kevin De Bruyne
18/19,FA Cup,Manchester City,-,-,-,-,-,2,-,-,,2,Kevin De Bruyne
18/19,Premier League,Manchester City,1,-,-,-,-,-,1,-,,2,Kevin De Bruyne
18/19,EFL Cup,Manchester City,2,-,-,-,-,-,-,-,,2,Kevin De Bruyne
17/18,Premier League,Manchester City,-,1,1,-,3,3,-,-,,8,Kevin De Bruyne
17/18,FA Cup,Manchester City,1,-,-,-,-,-,-,-,,1,Kevin De Bruyne
17/18,EFL Cup,Manchester City,-,-,-,-,1,-,-,1,,2,Kevin De Bruyne
17/18,Champions League,Manchester City,-,-,-,-,1,-,-,-,,1,Kevin De Bruyne
16/17,Premier League,Manchester City,2,2,-,-,2,-,-,-,,6,Kevin De Bruyne
16/17,Champions League,Manchester City,-,-,-,-,1,-,-,-,,1,Kevin De Bruyne
15/16,Premier League,Manchester City,2,1,1,-,3,-,-,-,,7,Kevin De Bruyne
15/16,Champions League,Manchester City,-,-,1,-,-,-,2,-,,3,Kevin De Bruyne
15/16,EFL Cup,Manchester City,-,1,1,-,-,1,2,-,,5,Kevin De Bruyne
15/16,FA Cup,Manchester City,-,-,-,-,-,-,1,-,,1,Kevin De Bruyne
15/16,DFB-Pokal,VfL Wolfsburg,-,-,-,-,1,-,-,-,,1,Kevin De Bruyne
14/15,DFB-Pokal,VfL Wolfsburg,-,-,1,-,-,-,-,-,,1,Kevin De Bruyne
14/15,Bundesliga,VfL Wolfsburg,1,3,-,-,2,1,3,-,,10,Kevin De Bruyne
14/15,Europa League,VfL Wolfsburg,-,-,-,-,1,2,2,-,,5,Kevin De Bruyne
13/14,Bundesliga,VfL Wolfsburg,1,1,1,-,-,-,-,-,,3,Kevin De Bruyne
12/13,Bundesliga,SV Werder Bremen,-,4,1,-,1,1,2,1,,10,Kevin De Bruyne
11/12,Jupiler Pro League,KRC Genk,2,1,-,-,-,2,3,-,,8,Kevin De Bruyne
10/11,Jupiler Pro League Champions' Play-Offs,KRC Genk,-,-,1,-,-,-,-,-,,1,Kevin De Bruyne
10/11,Jupiler Pro League,KRC Genk,2,1,1,-,-,-,-,-,,4,Kevin De Bruyne
10/11,Europa League Qualifying,KRC Genk,-,1,-,-,-,-,-,-,,1,Kevin De Bruyne
09/10,Jupiler Pro League playoff Europa League,KRC Genk,-,-,-,-,-,-,1,-,,1,Kevin De Bruyne
09/10,Jupiler Pro League Europe Play-Offs,KRC Genk,-,-,-,-,1,-,-,-,,1,Kevin De Bruyne
09/10,Jupiler Pro League,KRC Genk,-,1,-,-,-,-,-,-,,1,Kevin De Bruyne
23/24,LaLiga,Sevilla FC,-,-,-,-,1,-,1,-,,2,Ivan Rakitić
22/23,LaLiga,Sevilla FC,-,-,-,-,-,-,1,-,,1,Ivan Rakitić
22/23,Copa del Rey,Sevilla FC,-,-,-,-,1,-,-,-,,1,Ivan Rakitić
21/22,LaLiga,Sevilla FC,1,2,-,-,-,-,-,1,,4,Ivan Rakitić
21/22,Europa League,Sevilla FC,1,-,-,-,-,-,-,-,,1,Ivan Rakitić
21/22,Champions League,Sevilla FC,-,-,1,-,-,-,1,-,,2,Ivan Rakitić
20/21,LaLiga,Sevilla FC,-,1,-,-,1,-,1,1,,4,Ivan Rakitić
20/21,Copa del Rey,Sevilla FC,-,-,1,-,-,-,1,-,,2,Ivan Rakitić
20/21,Champions League,Sevilla FC,1,-,1,-,-,-,-,-,,2,Ivan Rakitić
19/20,LaLiga,FC Barcelona,-,-,-,-,-,1,-,-,,1,Ivan Rakitić
18/19,LaLiga,FC Barcelona,-,1,-,-,1,-,1,-,,3,Ivan Rakitić
18/19,Copa del Rey,FC Barcelona,-,-,1,-,-,-,-,-,,1,Ivan Rakitić
18/19,Champions League,FC Barcelona,-,1,-,-,-,-,-,-,,1,Ivan Rakitić
17/18,Copa del Rey,FC Barcelona,-,-,-,-,-,-,2,-,,2,Ivan Rakitić
17/18,LaLiga,FC Barcelona,-,-,-,-,1,-,-,-,,1,Ivan Rakitić
17/18,Champions League,FC Barcelona,-,-,-,-,1,-,-,-,,1,Ivan Rakitić
16/17,LaLiga,FC Barcelona,-,1,1,-,1,2,2,-,,7,Ivan Rakitić
16/17,Copa del Rey,FC Barcelona,-,-,1,-,-,-,-,-,,1,Ivan Rakitić
15/16,LaLiga,FC Barcelona,-,2,-,-,2,2,1,-,,7,Ivan Rakitić
15/16,Champions League,FC Barcelona,-,-,-,-,1,1,-,-,,2,Ivan Rakitić
14/15,Champions League,FC Barcelona,1,-,1,-,-,-,-,-,,2,Ivan Rakitić
14/15,LaLiga,FC Barcelona,-,1,3,-,-,1,-,-,,5,Ivan Rakitić
14/15,Copa del Rey,FC Barcelona,1,-,-,-,-,-,-,-,,1,Ivan Rakitić
13/14,Europa League,Sevilla FC,1,-,-,-,-,-,-,-,,1,Ivan Rakitić
13/14,LaLiga,Sevilla FC,-,2,1,-,2,3,3,1,,12,Ivan Rakitić
13/14,Europa League Qualifying,Sevilla FC,-,1,1,-,-,-,-,-,,2,Ivan Rakitić
12/13,LaLiga,Sevilla FC,3,2,-,1,-,-,1,1,,8,Ivan Rakitić
12/13,Copa del Rey,Sevilla FC,-,-,2,-,-,-,1,-,,3,Ivan Rakitić
11/12,Copa del Rey,Sevilla FC,-,-,-,-,-,1,-,-,,1,Ivan Rakitić
10/11,LaLiga,Sevilla FC,1,1,-,-,-,3,-,-,,5,Ivan Rakitić
10/11,DFB-Pokal,FC Schalke 04,-,-,-,-,1,-,-,-,,1,Ivan Rakitić
10/11,Bundesliga,FC Schalke 04,1,-,-,-,-,-,-,-,,1,Ivan Rakitić
09/10,Bundesliga,FC Schalke 04,1,1,-,-,2,1,2,-,,7,Ivan Rakitić
08/09,Bundesliga,FC Schalke 04,-,-,1,-,-,-,-,-,,1,Ivan Rakitić
08/09,DFB-Pokal,FC Schalke 04,-,-,-,-,-,1,-,-,,1,Ivan Rakitić
08/09,UEFA Cup,FC Schalke 04,-,-,1,-,-,-,-,-,,1,Ivan Rakitić
07/08,Bundesliga,FC Schalke 04,-,-,1,-,-,1,1,-,,3,Ivan Rakitić
07/08,DFB-Pokal,FC Schalke 04,-,-,-,-,-,1,-,-,,1,Ivan Rakitić
06/07,Super League,FC Basel 1893,2,2,-,-,2,4,1,-,,11,Ivan Rakitić
05/06,1. Liga Gr. 2 (- 11/12),FC Basel 1893 U21,1,-,1,-,2,2,3,-,,9,Ivan Rakitić
23/24,Champions League,Atlético de Madrid,2,1,-,1,1,-,-,-,-,5,Antoine Griezmann
23/24,LaLiga,Atlético de Madrid,1,3,-,-,-,3,2,-,-,9,Antoine Griezmann
22/23,LaLiga,Atlético de Madrid,2,3,3,-,3,4,-,-,-,15,Antoine Griezmann
22/23,Champions League,Atlético de Madrid,-,-,-,-,-,-,-,1,-,1,Antoine Griezmann
21/22,Copa del Rey,Atlético de Madrid,-,-,-,-,-,1,-,-,-,1,Antoine Griezmann
21/22,Champions League,Atlético de Madrid,-,1,1,-,1,-,1,-,-,4,Antoine Griezmann
21/22,LaLiga,Atlético de Madrid,1,-,-,-,1,1,-,-,-,3,Antoine Griezmann
20/21,LaLiga,FC Barcelona,1,1,4,-,1,4,1,1,-,13,Antoine Griezmann
20/21,Copa del Rey,FC Barcelona,-,-,-,-,1,-,1,-,1,3,Antoine Griezmann
20/21,Supercopa,FC Barcelona,-,-,1,-,-,-,1,-,-,2,Antoine Griezmann
20/21,Champions League,FC Barcelona,1,-,-,-,-,-,-,1,-,2,Antoine Griezmann
19/20,LaLiga,FC Barcelona,4,-,4,-,1,-,-,-,-,9,Antoine Griezmann
19/20,Champions League,FC Barcelona,-,-,-,-,1,1,-,-,-,2,Antoine Griezmann
19/20,Copa del Rey,FC Barcelona,1,-,-,-,-,1,-,1,-,3,Antoine Griezmann
19/20,Supercopa,FC Barcelona,-,-,-,-,-,1,-,-,-,1,Antoine Griezmann
18/19,LaLiga,Atlético de Madrid,-,3,3,-,3,3,2,1,-,15,Antoine Griezmann
18/19,Copa del Rey,Atlético de Madrid,1,-,-,-,-,-,1,-,-,2,Antoine Griezmann
18/19,Champions League,Atlético de Madrid,-,2,-,-,-,1,1,-,-,4,Antoine Griezmann
17/18,Europa League,Atlético de Madrid,-,1,1,-,1,1,2,-,-,6,Antoine Griezmann
17/18,LaLiga,Atlético de Madrid,1,2,4,-,4,6,2,-,-,19,Antoine Griezmann
17/18,Copa del Rey,Atlético de Madrid,1,-,-,-,-,-,-,1,-,2,Antoine Griezmann
17/18,Champions League,Atlético de Madrid,-,-,1,-,-,1,-,-,-,2,Antoine Griezmann
16/17,Champions League,Atlético de Madrid,-,4,-,-,-,1,-,1,-,6,Antoine Griezmann
16/17,LaLiga,Atlético de Madrid,2,-,1,-,-,7,6,-,-,16,Antoine Griezmann
16/17,Copa del Rey,Atlético de Madrid,-,1,-,-,3,-,-,-,-,4,Antoine Griezmann
15/16,LaLiga,Atlético de Madrid,3,3,1,-,6,3,5,1,-,22,Antoine Griezmann
15/16,Champions League,Atlético de Madrid,1,2,1,-,1,1,1,-,-,7,Antoine Griezmann
15/16,Copa del Rey,Atlético de Madrid,-,1,-,-,-,-,1,1,-,3,Antoine Griezmann
14/15,LaLiga,Atlético de Madrid,5,6,2,-,4,2,3,-,-,22,Antoine Griezmann
14/15,Copa del Rey,Atlético de Madrid,-,-,-,-,-,1,-,-,-,1,Antoine Griezmann
14/15,Champions League,Atlético de Madrid,-,-,-,-,-,1,1,-,-,2,Antoine Griezmann
13/14,LaLiga,Real Sociedad,2,1,4,-,4,5,-,-,-,16,Antoine Griezmann
13/14,Copa del Rey,Real Sociedad,-,-,-,-,1,1,1,-,-,3,Antoine Griezmann
13/14,Champions League Qu.,Real Sociedad,-,1,-,-,-,-,-,-,-,1,Antoine Griezmann
12/13,LaLiga,Real Sociedad,1,2,4,-,1,1,1,-,-,10,Antoine Griezmann
12/13,Copa del Rey,Real Sociedad,-,1,-,-,-,-,-,-,-,1,Antoine Griezmann
11/12,LaLiga,Real Sociedad,-,-,-,-,4,2,-,1,-,7,Antoine Griezmann
11/12,Copa del Rey,Real Sociedad,1,-,-,-,-,-,-,-,-,1,Antoine Griezmann
10/11,LaLiga,Real Sociedad,1,-,3,-,-,2,1,-,-,7,Antoine Griezmann
09/10,LaLiga2,Real Sociedad,-,1,1,-,1,1,2,-,-,6,Antoine Griezmann
23/24,Saudi Pro League,Al-Ahli SFC,-,-,2,1,2,1,1,-,-,7,Riyad Mahrez
23/24,King's Cup,Al-Ahli SFC,-,-,-,1,-,-,-,-,-,1,Riyad Mahrez
22/23,FA Cup,Manchester City,-,1,1,-,-,2,1,-,-,5,Riyad Mahrez
22/23,Champions League,Manchester City,-,1,-,-,1,-,1,-,-,3,Riyad Mahrez
22/23,Premier League,Manchester City,-,-,-,1,1,2,1,-,-,5,Riyad Mahrez
22/23,EFL Cup,Manchester City,-,-,-,-,2,-,-,-,-,2,Riyad Mahrez
21/22,Champions League,Manchester City,1,-,1,1,1,1,2,-,-,7,Riyad Mahrez
21/22,Premier League,Manchester City,1,-,1,-,3,2,2,2,-,11,Riyad Mahrez
21/22,FA Cup,Manchester City,-,-,-,-,3,-,1,-,-,4,Riyad Mahrez
21/22,EFL Cup,Manchester City,-,-,1,-,-,-,1,-,-,2,Riyad Mahrez
20/21,Champions League,Manchester City,1,-,-,-,1,2,-,-,-,4,Riyad Mahrez
20/21,Premier League,Manchester City,2,1,1,1,1,2,1,-,-,9,Riyad Mahrez
20/21,EFL Cup,Manchester City,-,-,-,-,1,-,-,-,-,1,Riyad Mahrez
19/20,Premier League,Manchester City,1,4,2,1,-,1,2,-,-,11,Riyad Mahrez
19/20,EFL Cup,Manchester City,-,-,1,-,-,-,-,-,-,1,Riyad Mahrez
19/20,Champions League,Manchester City,-,1,-,-,-,-,-,-,-,1,Riyad Mahrez
18/19,Premier League,Manchester City,1,-,-,-,2,2,2,-,-,7,Riyad Mahrez
18/19,FA Cup,Manchester City,-,-,-,-,-,1,-,1,-,2,Riyad Mahrez
18/19,EFL Cup,Manchester City,-,-,-,-,-,-,2,-,-,2,Riyad Mahrez
18/19,Champions League,Manchester City,-,-,-,-,-,-,1,-,-,1,Riyad Mahrez
17/18,Premier League,Leicester City,1,2,1,1,2,1,2,2,-,12,Riyad Mahrez
17/18,EFL Cup,Leicester City,-,-,-,-,-,-,1,-,-,1,Riyad Mahrez
16/17,Premier League,Leicester City,2,-,1,-,3,-,-,-,-,6,Riyad Mahrez
16/17,Champions League,Leicester City,-,2,1,-,-,1,-,-,-,4,Riyad Mahrez
15/16,Premier League,Leicester City,2,4,2,-,5,3,1,-,-,17,Riyad Mahrez
15/16,EFL Cup,Leicester City,-,-,-,-,-,-,-,-,1,1,Riyad Mahrez
14/15,Premier League,Leicester City,1,1,2,-,-,-,-,-,-,4,Riyad Mahrez
13/14,Championship,Leicester City,1,-,-,-,1,-,1,-,-,3,Riyad Mahrez
13/14,Premier League 2,Leicester City U21,1,-,-,-,-,-,-,-,-,1,Riyad Mahrez
13/14,Ligue 2,Le Havre AC,-,1,1,-,-,-,-,-,-,2,Riyad Mahrez
13/14,Coupe de la Ligue,Le Havre AC,1,-,-,-,-,1,1,-,-,3,Riyad Mahrez
12/13,Ligue 2,Le Havre AC,-,1,-,-,1,1,1,-,-,4,Riyad Mahrez
12/13,Coupe de France,Le Havre AC,-,-,-,-,-,-,-,1,-,1,Riyad Mahrez
23/24,Championship,Leicester City,1,1,-,-,-,1,2,1,,6,Jamie Vardy
